1.0686,1.9479,5.4643,1.1281,-3.4242,1.84,0.049967,1.6333,5.4329,5.8662,3.243,4.0397,5.7709,-0.94988,-4.3765,0.33752,7.1602,-0.3436,-4.498,0.59679,7.7743,8.8129,1.0199,1.5485,5.2275,0.31769,-6.1388,-0.75857,-0.90731,0.76107,5.9308,1.1841,-2.2652,1.3229,7.0295,5.5747,-4.8346,-0.15616,1.7005,-0.59723
1.4007,2.5951,5.5088,-0.0067747,-2.9626,2.154,0.93467,2.0344,6.0573,6.3341,2.9821,4.1168,4.8881,-2.589,-3.261,-0.97365,7.1613,-1.2372,-3.5773,-0.75857,7.7213,8.7536,-1.2736,1.8895,5.338,-1.2252,-5.3195,-0.24037,-0.61855,0.86902,6.0979,0.65478,-1.98,0.98999,7.4528,3.3861,-5.71,0.91182,2.1196,-0.10492
1.7258,3.2636,5.3219,-1.099,-2.3394,2.1918,1.8098,2.6102,6.7238,6.5526,2.4971,4.0267,3.8733,-3.4946,-1.8304,-1.8064,7.1219,-1.3341,-2.4631,-1.6222,7.0361,8.3709,-3.0047,2.525,5.4974,-2.6103,-4.1405,-0.17884,-0.24915,1.0828,6.2298,0.1815,-1.5994,0.7061,7.6483,1.1648,-5.7501,1.21,2.7331,0.34196
2.048,3.9095,4.8394,-2.0421,-1.6076,2.112,2.6337,3.41,7.4037,6.3293,1.7824,3.8977,2.9486,-3.7762,-0.39871,-1.9049,7.1693,-0.88554,-1.457,-1.8902,6.2044,7.7933,-3.9443,3.2223,5.6622,-3.8039,-2.6297,-0.29562,0.10033,1.3981,6.3174,-0.23329,-1.1218,0.5482,7.7123,-0.78844,-5.1241,0.77609,3.2979,0.84266
2.3791,4.4635,4.0432,-2.7343,-0.86101,2.0776,3.4191,4.4678,7.983,5.4474,0.97372,3.8711,2.2292,-3.6623,0.78171,-1.3024,7.2722,-0.24831,-0.74582,-1.7468,5.5237,7.1544,-4.208,3.808,5.747,-4.6993,-0.85245,-0.27088,0.43528,1.8071,6.345,-0.58619,-0.55934,0.57759,7.7064,-2.2802,-3.9142,0.008708,3.6391,1.5025
2.7427,4.8344,2.9805,-3.1055,-0.22863,2.1953,4.2257,5.7604,8.1836,3.7972,0.35584,3.986,1.7179,-3.352,1.6048,-0.20124,7.3519,0.24719,-0.32903,-1.4055,5.0745,6.5367,-4.029,4.2368,5.6914,-5.1849,0.99321,0.16164,0.79295,2.3004,6.2894,-0.87682,0.060559,0.8375,7.6339,-3.1977,-2.2422,-0.57927,3.7752,2.3423
3.1493,4.9222,1.7673,-3.1339,0.18004,2.4793,5.1444,7.1483,7.5373,1.5923,0.2091,4.1674,1.3493,-2.9627,2.0816,1.158,7.3466,0.38676,-0.069069,-0.99039,4.8389,5.9744,-3.6084,4.5413,5.4998,-5.2419,2.616,1.1058,1.1619,2.8453,6.1232,-1.1081,0.69752,1.3463,7.4514,-3.5284,-0.3785,-0.6171,3.8506,3.2869
3.5493,4.6419,0.57617,-2.8488,0.34088,2.8676,6.2598,8.2877,5.5764,-0.50348,0.51423,4.3681,1.03,-2.5477,2.2812,2.5696,7.2004,0.11632,0.21316,-0.53737,4.7805,5.4693,-3.0806,4.768,5.2175,-4.9672,3.7797,2.464,1.4808,3.3682,5.8296,-1.2791,1.3036,2.0877,7.1033,-3.3918,1.3333,-0.012776,3.9938,4.2264
3.8133,3.9746,-0.39522,-2.334,0.33448,3.2784,7.5727,8.5713,2.3267,-1.625,0.83849,4.6157,0.70632,-2.1256,2.292,3.8856,6.8472,-0.4693,0.64808,-0.01847,4.8688,5.0017,-2.528,4.9501,4.8918,-4.5136,4.4093,4.0157,1.7103,3.7793,5.4205,-1.3788,1.8311,3.0045,6.554,-3.0052,2.6509,1.1041,4.253,5.0485
3.7735,3.034,-0.99083,-1.718,0.29516,3.6651,8.9087,7.316,-1.2736,-1.3426,0.86243,4.8717,0.41906,-1.699,2.2077,5.0174,6.2283,-1.1843,1.2557,0.64131,5.0742,4.5289,-1.9992,5.1041,4.5514,-4.0195,4.5725,5.5471,1.8748,4.0175,4.9371,-1.3929,2.2457,4.0052,5.7969,-2.5843,3.5113,2.5398,4.6322,5.6261
3.3251,2.0771,-1.1749,-1.1232,0.32996,4.0377,9.9167,4.3238,-3.7927,-0.25261,0.92003,5.0711,0.21877,-1.2686,2.1174,5.9298,5.3251,-1.8374,1.9317,1.5277,5.3511,3.9812,-1.5191,5.2359,4.2059,-3.5751,4.3951,6.9291,2.0373,4.0602,4.4309,-1.3126,2.5386,4.9833,4.8473,-2.2567,3.9678,4.1453,5.1173,5.7951
2.5432,1.3914,-1.0463,-0.60599,0.48064,4.4431,10.216,0.30687,-4.3581,0.39618,1.3352,5.2123,0.05648,-0.83674,2.0899,6.6251,4.1687,-2.3007,2.4963,2.6707,5.6174,3.2704,-1.0895,5.3467,3.8512,-3.2233,3.9919,8.1159,2.2519,3.9003,3.9479,-1.1355,2.7311,5.842,3.7347,-2.0409,4.0947,5.8218,5.6378,5.3619
1.7215,1.1167,-0.75469,-0.15847,0.74536,4.9208,9.5839,-3.446,-2.9814,0.18766,1.8103,5.3199,-0.12207,-0.4006,2.1709,7.1177,2.8253,-2.5185,2.7833,3.9896,5.7509,2.329,-0.68808,5.4404,3.4738,-2.9735,3.4404,9.1053,2.5357,3.5273,3.5279,-0.85954,2.8684,6.5105,2.5042,-1.8753,3.9494,7.4662,6.0031,4.1916
1.2361,1.1753,-0.40386,0.2456,1.113,5.4652,8.0503,-5.8939,-0.38983,0.024809,2.1321,5.4251,-0.29132,0.040803,2.3909,7.4113,1.3781,-2.4646,2.7244,5.3013,5.6227,1.1724,-0.28486,5.5308,3.0521,-2.8143,2.7828,9.8999,2.8623,2.9327,3.2116,-0.47909,3.0078,6.9452,1.2215,-1.6584,3.5982,8.929,5.9054,2.3897
1.27,1.4138,-0.042346,0.62353,1.5766,6.0115,5.8516,-6.8711,2.1122,0.82741,2.4862,5.4702,-0.42955,0.47991,2.7652,7.4845,-0.075203,-2.105,2.395,6.4037,5.1532,-0.067318,0.12085,5.6437,2.5623,-2.7198,2.0401,10.488,3.1771,2.1312,3.0396,0.018292,3.206,7.1199,-0.026881,-1.2893,3.1675,10.046,5.0726,0.4161
1.6419,1.776,0.30047,0.98526,2.1305,6.4417,3.279,-6.9037,3.3924,2.5373,2.9489,5.3079,-0.55085,0.90369,3.2885,7.2909,-1.4171,-1.4163,2.0136,7.1856,4.3424,-1.1895,0.47073,5.8031,1.9932,-2.6492,1.2304,10.845,3.4246,1.1804,3.0385,0.65641,3.5043,7.0086,-1.1441,-0.71453,2.8604,10.728,3.4813,-1.1066
1.9785,2.2564,0.61096,1.3373,2.7622,6.6002,0.58267,-6.4697,3.1035,4.4347,3.487,4.7899,-0.65568,1.2929,3.9302,6.7761,-2.5261,-0.45663,1.8743,7.6696,3.2303,-2.0141,0.66641,6.0053,1.3683,-2.5449,0.38869,10.946,3.5772,0.17627,3.197,1.4743,3.9119,6.5719,-2.0463,0.02258,2.9001,10.983,1.3877,-1.7471
2.0951,2.7774,0.90545,1.684,3.4403,6.3216,-1.9668,-5.6066,1.6043,5.7769,4.1978,3.846,-0.73286,1.6217,4.6324,5.9098,-3.3218,0.58136,2.2149,7.9243,1.8395,-2.4137,0.63015,6.2106,0.76139,-2.3444,-0.4165,10.796,3.64,-0.77659,3.4524,2.5167,4.3839,5.7539,-2.6876,0.76692,3.4141,10.81,-0.83122,-1.3883
